Pokemon,Pokeball,HP%,Status,Capture_Success,Capture_Probability,Noise,Catch_Rate,Level,Weight,Type
caterpie,pokeball,30,NONE,1,0.7277070562374824,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8103796949229015,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7185621567971087,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8064226842109905,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7702112899490975,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8749421129219545,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7693763531765742,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8452529379976564,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7576502329138527,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8636195991763356,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7132140202797919,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8257369428217654,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8523913610465468,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.9357211007841426,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7609336730900325,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7729324529283034,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7754915693095117,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8249199826853326,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.9596726077200839,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8247306227463497,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,0,0.7110538177671175,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.7307393823387147,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.996449493023622,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.9288962595116692,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8195055363382945,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,30,NONE,1,0.8745054600505818,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,0,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8633,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9110811549864679,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,0,0.8210189507312744,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8724772022735638,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8908514558657114,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7989556402727525,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,0,0.8363606112253128,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8056393087685094,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8752758565203056,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9482793791242154,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9373261853945372,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7011838033057218,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7740011688659486,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8511634939238382,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8749690361408828,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9437762935893116,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9305604786358556,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9082751818855479,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,0,0.8249996719750943,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8589529524013223,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.9398730148511029,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8273080989167939,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.934853407080147,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7425388216430691,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.8190648054226667,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7971902841392684,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.7314550681040072,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,20,NONE,1,0.5231628620068748,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,0,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9033672893255016,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9462226167408646,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8926478241728103,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9445476691686415,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9042275035134044,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.982040317442521,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9234859598654444,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9554398972803191,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9374304497179451,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,0,0.8721928159501753,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9343623085737991,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8633737989622667,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9356623152544756,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.7937849820323375,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8346589836622895,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8826464143975975,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8207395281218076,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,0,0.6126061581569844,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8462968414879433,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.9486154582153135,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8993695595388073,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,10,NONE,1,0.8424324082533365,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6641,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6726920729956802,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6262759166289774,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6633539804952454,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6281310291675054,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.5862629835451157,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6841646041049547,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.7094345780744309,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6911140035477961,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6474889836721215,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6782113725839832,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6936011927659339,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6999068539126744,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.5826651609336962,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.7737980931951295,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.580900592426227,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6629430116881043,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6869994582226926,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.685211572915325,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.476582797420314,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6764460562591601,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6411220509125473,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.6332716258946332,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.7430459943454453,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.8638479227721126,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.5718954320622566,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.786605441351839,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.6791225148443695,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.8699008185972281,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,0,0.3844844244298975,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,100,SLEEP,1,0.7318214543036632,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,0,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7969,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,0,0.7534022072349235,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8447838673069316,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7657471274409501,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7964020594711398,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8260817859854074,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.6943271220970353,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7726365101319564,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7998465308142345,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7810568950333534,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7985955593952215,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7113568176072673,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8774450169311012,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,0,0.724262746396901,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8164501488996228,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7757157280767506,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8435684275824856,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7269473150732212,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7917157281956018,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7685811056066573,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7529637153302885,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.888877972249755,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7002453097443141,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.9358147323322059,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8535536127995367,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7175467014034467,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8468234359963814,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8221938020779831,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,0,0.5798851025551934,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.7185555239136368,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,90,SLEEP,1,0.8489159645743016,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,0,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9297,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8972822618862567,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8813249382619088,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9068393340191301,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8830611440551284,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9587711459402771,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8962050545827277,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8827025777184305,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8964730234160179,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9926388222911179,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9560688856977638,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8045264400540987,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8660142699687328,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8912290412946018,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9476284943707389,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9633085708405454,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.9588458921060765,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8869226347202145,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8605242559364799,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8810819502345361,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.7555620345822189,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,0,0.7870672210298519,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.8191985880867668,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.7838343135936947,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,80,SLEEP,1,0.793987407198383,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,0.9922089262314682,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,0.9575156673341847,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,0.805068316640478,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,0.8293730572726913,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,70,SLEEP,1,1.0,0.15,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.0,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.05,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
caterpie,pokeball,60,SLEEP,1,1.0,0.1,255,100,6.4,"BUG, NONE"
